respondent_id,q1_age_group,q1_age_numeric,q2_city,q3_occupation,q4_income_bracket,q4_income_numeric,q5_cups_per_day,q5_cups_numeric,q6_occ_early_morning,q6_occ_mid-morning_work,q6_occ_afternoon,q6_occ_evening,q6_occ_late_night,q7_flavour_pref,q8_ctx_at_home,q8_ctx_officecollege,q8_ctx_cafe,q8_ctx_rtd_onthego,q8_ctx_mixed,q9_tenure,q9_tenure_numeric,q10_entry_product,q11_cold_brew,q11_hot_brew_bags,q11_instant_coffee,q11_ground_coffee,q11_rtd_bottles,q11_subscription_box,q11_merchandise,q11_products_combined,n_categories_purchased,q12_purchase_freq,q12_freq_numeric,q13_ch_sleepy_owl_w,q13_ch_amazon,q13_ch_instagram,q13_ch_word_of_mout,q13_ch_offline_stor,q13_ch_influencer,q14_monthly_spend_inr,q15_share_of_wallet,q16_price_perception,q17_trig_discount,q17_trig_trusted_reco,q17_trig_curiosity,q17_trig_limited_edit,q17_trig_online_revie,q17_trig_sample,q17_trig_rarely_try_n,q18_gifting_behaviour,q19_subscription,q20_rec_responsiveness,q20_rec_numeric,q21_coffee_identity,q22_health_conscious,q22_health_numeric,brand_loyalty_score,is_single_category_buyer,is_enthusiast,is_gifter,is_subscriber,q23_crosssell_intent
SO_0589,18-21,19.5,Delhi/NCR,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,0,0,1,0,Sweet & Creamy,1,0,0,0,0,2+ years,5,Cold Brew,1,0,1,0,0,1,0,Cold Brew|Instant Coffee|Subscription Box,3,Rarely,1,1,0,0,0,0,0,732.0,25-50%,Fair Value,0,0,1,1,0,0,0,No But Would,Interested,Actively Ignore,1.0,Social Experience,Neutral,2.0,4.3,0,0,0,0,Maybe
SO_0590,18-21,19.5,Chennai,Working Professional,1L-2L,4.0,3-4 cups,3.5,1,0,1,0,1,Smooth & Balanced,0,0,1,0,0,<3 months,1,Cold Brew,1,0,1,1,1,0,0,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles,4,Monthly,3,0,0,0,1,1,0,1091.0,25-50%,Slightly Overpriced,0,1,0,0,0,0,0,No But Would,Interested,Occasionally,3.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,4.9,0,1,0,0,Maybe
SO_0591,18-21,19.5,Pune,Working Professional,50k-1L,3.0,3-4 cups,3.5,0,0,0,0,1,Smooth & Balanced,1,1,0,0,1,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Rarely,1,0,1,0,1,0,1,610.0,51-75%,Excellent Value,0,0,0,0,1,0,0,No But Would,Interested,Rarely,2.0,Still Exploring,Somewhat Health-Conscious,3.0,4.5,1,0,0,0,Maybe
SO_0592,26-30,28.0,Pune,Student,25k-50k,2.0,<1 cup,0.5,0,1,0,0,0,Sweet & Creamy,0,0,1,0,1,<3 months,1,Instant Coffee,1,1,1,0,0,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Merchandise,4,Monthly,3,0,1,0,1,1,1,728.0,<25%,Overpriced,1,0,1,0,0,1,0,No But Would,Prefer One-Time,Rarely,2.0,Daily Ritual,Neutral,2.0,4.2,0,1,0,0,Yes
SO_0593,18-21,19.5,Bengaluru,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,1,0,0,0,Smooth & Balanced,1,0,0,0,1,2+ years,5,Instant Coffee,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,2-3x/month,4,1,1,0,1,0,0,756.0,25-50%,Slightly Overpriced,1,0,0,1,0,1,0,No But Would,Was Subscribed/Cancelled,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,8.9,0,0,0,0,Yes
SO_0594,22-25,23.5,Bengaluru,Working Professional,1L-2L,4.0,3-4 cups,3.5,1,1,0,0,0,Light & Fruity,1,0,0,0,0,3-6 months,2,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Every 2-3 months,2,0,1,1,1,1,0,858.0,<25%,Slightly Overpriced,1,0,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,3.4,1,0,0,0,Maybe
SO_0595,31-35,33.0,Mumbai,Working Professional,1L-2L,4.0,3-4 cups,3.5,0,1,0,0,0,Strong & Bold,1,1,1,0,0,3-6 months,2,Hot Brew Bags,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Monthly,3,0,1,0,0,0,0,999.0,25-50%,Fair Value,1,0,0,0,1,0,0,No But Would,Prefer One-Time,Almost Always,4.0,Purely Functional,Very Health-Conscious,4.0,5.3,0,1,0,0,Yes
SO_0596,22-25,23.5,Chennai,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,1,0,Strong & Bold,1,0,1,1,0,2+ years,5,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,2-3x/month,4,0,1,1,0,0,0,720.0,25-50%,Fair Value,0,1,0,0,1,0,1,Yes - Once/Twice,Prefer One-Time,Almost Always,4.0,Coffee Enthusiast,Not Health-Conscious,5.0,8.6,1,0,1,0,Maybe
SO_0597,26-30,28.0,Delhi/NCR,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,0,0,1,1,Smooth & Balanced,0,1,0,1,0,2+ years,5,RTD Bottles,1,0,0,0,1,0,0,Cold Brew|RTD Bottles,2,Every 2-3 months,2,0,1,1,0,0,1,588.0,25-50%,Slightly Overpriced,0,0,0,1,0,0,1,No But Would,Interested,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,6.2,0,0,0,0,No
SO_0598,18-21,19.5,Bengaluru,Student,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,1,Smooth & Balanced,1,0,0,0,0,1-2 years,4,Subscription Box,1,1,0,1,0,1,0,Cold Brew|Hot Brew Bags|Ground Coffee|Subscription Box,4,Monthly,3,0,1,0,0,0,0,776.0,25-50%,Fair Value,1,1,0,0,0,1,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Still Exploring,Not Health-Conscious,3.0,5.7,0,1,1,0,Yes
SO_0599,18-21,19.5,Delhi/NCR,Working Professional,Above 2L,5.0,1-2 cups,1.5,1,1,1,0,0,No Preference,0,1,0,0,0,<3 months,1,Hot Brew Bags,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Every 2-3 months,2,1,1,0,1,0,0,1014.0,<25%,Excellent Value,1,0,1,0,1,0,0,No And Wouldn't,Currently Subscribed,Almost Always,4.0,Purely Functional,Very Health-Conscious,4.0,4.4,0,1,0,1,Maybe
SO_0600,18-21,19.5,Mumbai,Student,50k-1L,3.0,3-4 cups,3.5,1,1,0,0,0,No Preference,1,1,1,0,1,6-12 months,3,RTD Bottles,1,0,0,1,1,0,1,Cold Brew|Ground Coffee|RTD Bottles|Merchandise,4,Every 2-3 months,2,0,0,0,1,1,1,857.0,<25%,Fair Value,0,0,1,0,1,0,0,No And Wouldn't,Prefer One-Time,Actively Ignore,1.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,4.5,0,1,0,0,Maybe
SO_0601,18-21,19.5,Hyderabad,Student,50k-1L,3.0,1-2 cups,1.5,1,1,1,0,0,Sweet & Creamy,1,0,0,0,0,1-2 years,4,Ground Coffee,0,0,0,1,0,1,1,Ground Coffee|Subscription Box|Merchandise,3,2-3x/month,4,1,0,1,0,0,1,1025.0,51-75%,Fair Value,0,1,0,0,0,1,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Neutral,2.0,8.1,0,0,0,0,Yes
SO_0602,18-21,19.5,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,3-4 cups,3.5,1,1,1,0,0,Smooth & Balanced,0,1,0,1,0,6-12 months,3,Cold Brew,1,0,1,0,0,0,0,Cold Brew|Instant Coffee,2,2-3x/month,4,0,1,0,0,0,0,919.0,51-75%,Excellent Value,0,0,0,1,0,0,1,No But Would,Prefer One-Time,Rarely,2.0,Still Exploring,Very Health-Conscious,4.0,6.4,0,0,0,0,Maybe
SO_0603,18-21,19.5,Chennai,Self-Employed/Freelancer,25k-50k,2.0,3-4 cups,3.5,0,1,1,0,1,No Preference,1,1,0,1,0,<3 months,1,Cold Brew,1,1,0,1,1,0,1,Cold Brew|Hot Brew Bags|Ground Coffee|RTD Bottles|Merchandise,5,Every 2-3 months,2,1,1,0,0,0,0,744.0,<25%,Fair Value,0,0,1,0,0,1,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Purely Functional,Not Health-Conscious,1.0,2.4,0,1,0,0,Maybe
SO_0604,18-21,19.5,Delhi/NCR,Working Professional,1L-2L,4.0,1-2 cups,1.5,0,1,1,0,0,Light & Fruity,1,0,0,0,0,<3 months,1,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,0,1,0,0,0,906.0,>75%,Fair Value,1,0,0,0,1,1,0,No And Wouldn't,Was Subscribed/Cancelled,Rarely,2.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,5.7,1,0,0,0,Maybe
SO_0605,18-21,19.5,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,0,0,1,0,Smooth & Balanced,1,0,0,0,1,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Weekly+,5,0,0,1,1,1,1,5831.0,51-75%,Slightly Overpriced,1,1,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,8.6,1,0,0,0,No
SO_0606,22-25,23.5,Bengaluru,Self-Employed/Freelancer,Below 25k,1.0,1-2 cups,1.5,1,1,0,0,0,Light & Fruity,0,1,1,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,0,1,1,1,0,522.0,25-50%,Slightly Overpriced,1,0,1,0,0,1,0,No But Would,Interested,Actively Ignore,1.0,Purely Functional,Not Health-Conscious,1.0,5.7,1,0,0,0,No
SO_0607,18-21,19.5,Mumbai,Self-Employed/Freelancer,Below 25k,1.0,3-4 cups,3.5,0,1,0,0,0,Strong & Bold,0,1,0,1,0,1-2 years,4,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,2-3x/month,4,1,1,1,0,1,0,628.0,>75%,Fair Value,1,1,0,0,1,0,0,No And Wouldn't,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,5.0,9.3,1,0,0,0,No
SO_0608,22-25,23.5,Delhi/NCR,Student,50k-1L,3.0,1-2 cups,1.5,0,0,0,0,1,Strong & Bold,0,1,1,0,0,3-6 months,2,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,0,1,0,0,0,624.0,>75%,Slightly Overpriced,0,1,0,0,1,0,0,Yes - Once/Twice,Interested,Actively Ignore,1.0,Daily Ritual,Neutral,2.0,5.8,1,0,1,0,No
SO_0609,22-25,23.5,Chennai,Homemaker,Above 2L,5.0,3-4 cups,3.5,0,0,0,1,0,Sweet & Creamy,1,1,1,0,0,6-12 months,3,RTD Bottles,1,0,1,0,1,0,0,Cold Brew|Instant Coffee|RTD Bottles,3,Weekly+,5,0,1,1,1,0,1,1106.0,25-50%,Overpriced,0,0,0,0,0,1,0,No And Wouldn't,Was Subscribed/Cancelled,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,3.0,8.2,0,0,0,0,Yes
SO_0610,26-30,28.0,Mumbai,Working Professional,25k-50k,2.0,3-4 cups,3.5,0,1,0,0,0,Light & Fruity,1,0,0,1,1,2+ years,5,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,0,1,0,1,1,0,770.0,>75%,Slightly Overpriced,0,1,0,1,0,0,1,No But Would,Prefer One-Time,Almost Always,4.0,Social Experience,Somewhat Health-Conscious,3.0,9.9,1,0,0,0,Maybe
SO_0611,18-21,19.5,Pune,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,1,1,0,Smooth & Balanced,1,0,0,0,0,3-6 months,2,Instant Coffee,1,0,1,0,0,0,0,Cold Brew|Instant Coffee,2,Monthly,3,0,1,0,0,0,0,666.0,<25%,Slightly Overpriced,1,0,1,0,0,1,0,No But Would,Prefer One-Time,Rarely,2.0,Social Experience,Somewhat Health-Conscious,3.0,4.0,0,0,0,0,Maybe
SO_0612,26-30,28.0,Mumbai,Student,1L-2L,4.0,3-4 cups,3.5,0,1,0,0,0,Smooth & Balanced,1,1,1,0,1,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,1,0,0,0,0,872.0,>75%,Fair Value,1,0,0,1,0,0,0,No And Wouldn't,Was Subscribed/Cancelled,Rarely,2.0,Purely Functional,Somewhat Health-Conscious,3.0,9.0,1,0,0,0,Maybe
SO_0613,26-30,28.0,Delhi/NCR,Working Professional,25k-50k,2.0,5+ cups,5.5,1,1,0,1,0,Sweet & Creamy,0,1,0,0,1,<3 months,1,Instant Coffee,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,2-3x/month,4,1,0,1,0,1,1,983.0,<25%,Overpriced,1,1,1,0,0,0,0,No But Would,Prefer One-Time,Rarely,2.0,Social Experience,Somewhat Health-Conscious,3.0,4.6,0,0,0,0,Yes
SO_0614,18-21,19.5,Chennai,Student,Below 25k,1.0,<1 cup,0.5,1,1,0,1,0,Light & Fruity,1,0,0,0,0,<3 months,1,Hot Brew Bags,1,1,0,1,1,0,0,Cold Brew|Hot Brew Bags|Ground Coffee|RTD Bottles,4,Rarely,1,0,0,1,1,0,0,497.0,51-75%,Excellent Value,1,1,0,0,1,0,0,No But Would,Was Subscribed/Cancelled,Rarely,2.0,Daily Ritual,Neutral,2.0,2.7,0,1,0,0,No
SO_0615,31-35,33.0,Delhi/NCR,Student,Below 25k,1.0,1-2 cups,1.5,1,0,0,0,0,Smooth & Balanced,1,0,1,1,0,1-2 years,4,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,0,0,1,0,0,0,369.0,25-50%,Slightly Overpriced,0,1,0,0,1,1,0,No But Would,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.6,1,0,0,0,Maybe
SO_0616,31-35,33.0,Mumbai,Working Professional,50k-1L,3.0,5+ cups,5.5,1,0,0,1,0,Strong & Bold,1,0,0,1,0,1-2 years,4,Hot Brew Bags,0,1,1,0,0,0,0,Hot Brew Bags|Instant Coffee,2,2-3x/month,4,1,1,0,1,0,0,875.0,<25%,Fair Value,1,1,0,0,0,1,0,No And Wouldn't,Currently Subscribed,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,6.1,0,0,0,1,Maybe
SO_0617,18-21,19.5,Delhi/NCR,Self-Employed/Freelancer,25k-50k,2.0,5+ cups,5.5,0,1,1,1,0,Smooth & Balanced,0,1,0,1,0,1-2 years,4,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,0,1,1,0,0,582.0,>75%,Fair Value,0,0,0,0,1,1,1,No But Would,Prefer One-Time,Rarely,2.0,Daily Ritual,Neutral,2.0,7.1,1,0,0,0,Maybe
SO_0618,18-21,19.5,Delhi/NCR,Self-Employed/Freelancer,25k-50k,2.0,<1 cup,0.5,0,1,1,1,0,No Preference,1,1,1,0,0,<3 months,1,Hot Brew Bags,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,2-3x/month,4,0,1,1,1,0,1,813.0,<25%,Fair Value,1,0,1,0,0,0,0,Yes - Once/Twice,Currently Subscribed,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,5.1,0,0,1,1,Maybe
SO_0619,26-30,28.0,Pune,Working Professional,50k-1L,3.0,<1 cup,0.5,1,1,0,1,0,Smooth & Balanced,1,1,0,0,1,3-6 months,2,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Monthly,3,0,1,0,0,0,0,662.0,>75%,Fair Value,0,0,1,0,1,1,0,No But Would,Interested,Almost Always,4.0,Daily Ritual,Very Health-Conscious,4.0,6.6,1,0,0,0,Yes
SO_0620,26-30,28.0,Delhi/NCR,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Smooth & Balanced,1,1,0,0,1,2+ years,5,Subscription Box,1,0,1,0,1,1,1,Cold Brew|Instant Coffee|RTD Bottles|Subscription Box|Merchandise,5,2-3x/month,4,0,0,1,1,1,0,901.0,25-50%,Slightly Overpriced,1,0,0,1,1,0,0,No And Wouldn't,Interested,Occasionally,3.0,Purely Functional,Very Health-Conscious,4.0,7.4,0,1,0,0,Yes
SO_0621,18-21,19.5,Pune,Self-Employed/Freelancer,Below 25k,1.0,5+ cups,5.5,1,0,0,0,0,Smooth & Balanced,1,1,0,0,0,3-6 months,2,Cold Brew,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,Every 2-3 months,2,0,0,0,1,0,0,537.0,51-75%,Overpriced,1,1,0,0,1,0,0,No But Would,Prefer One-Time,Rarely,2.0,Daily Ritual,Somewhat Health-Conscious,3.0,4.3,0,0,0,0,Maybe
SO_0622,18-21,19.5,Kolkata,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,0,1,0,0,Sweet & Creamy,0,0,1,0,1,1-2 years,4,Hot Brew Bags,1,1,1,0,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles,4,Monthly,3,1,0,1,0,0,0,722.0,25-50%,Fair Value,0,0,0,0,1,1,0,Yes - Once/Twice,Interested,Almost Always,4.0,Coffee Enthusiast,Not Health-Conscious,1.0,7.4,0,1,1,0,Yes
SO_0623,22-25,23.5,Mumbai,Student,50k-1L,3.0,1-2 cups,1.5,0,0,1,0,0,Light & Fruity,1,1,0,0,0,3-6 months,2,Instant Coffee,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,2-3x/month,4,0,1,0,1,0,1,778.5,25-50%,Slightly Overpriced,1,1,0,0,0,0,1,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,2.0,6.1,0,1,0,0,Maybe
SO_0624,22-25,23.5,Kolkata,Working Professional,50k-1L,3.0,3-4 cups,3.5,0,1,0,0,0,Light & Fruity,1,0,1,0,1,2+ years,5,RTD Bottles,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,Monthly,3,0,0,0,1,0,0,895.0,51-75%,Slightly Overpriced,0,0,0,1,1,0,0,No But Would,Interested,Rarely,2.0,Purely Functional,Somewhat Health-Conscious,3.0,6.8,0,0,0,0,No
SO_0625,26-30,28.0,Delhi/NCR,Homemaker,1L-2L,4.0,<1 cup,0.5,0,1,0,0,0,Smooth & Balanced,1,1,0,0,0,2+ years,5,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,0,1,0,0,0,590.0,51-75%,Excellent Value,1,1,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Still Exploring,Very Health-Conscious,4.0,6.6,1,0,0,0,Maybe
SO_0626,22-25,23.5,Other,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,0,Strong & Bold,1,1,1,1,0,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,1,1,0,0,0,720.0,25-50%,Overpriced,0,1,0,0,0,0,0,Yes - Once/Twice,Was Subscribed/Cancelled,Actively Ignore,1.0,Coffee Enthusiast,Neutral,2.0,3.3,1,0,1,0,Maybe
SO_0627,22-25,23.5,Mumbai,Working Professional,1L-2L,4.0,1-2 cups,1.5,0,1,1,0,1,No Preference,1,1,0,0,0,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,0,1,0,0,0,6709.569999999999,25-50%,Fair Value,0,1,0,1,0,1,0,No But Would,Prefer One-Time,Actively Ignore,1.0,Purely Functional,Neutral,2.0,4.2,1,0,0,0,No
SO_0628,26-30,28.0,Hyderabad,Working Professional,50k-1L,3.0,3-4 cups,3.5,1,0,1,0,0,No Preference,1,1,0,0,0,<3 months,1,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Monthly,3,0,1,0,0,0,0,809.0,25-50%,Overpriced,0,1,0,1,0,0,0,No But Would,Prefer One-Time,Rarely,2.0,Still Exploring,Somewhat Health-Conscious,3.0,4.3,1,0,0,0,Yes
SO_0629,18-21,19.5,Bengaluru,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,0,No Preference,1,0,1,0,0,3-6 months,2,Hot Brew Bags,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Every 2-3 months,2,0,1,0,1,0,0,710.0,51-75%,Overpriced,0,0,0,1,1,0,1,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Daily Ritual,Neutral,2.0,4.0,0,1,1,0,No
SO_0630,18-21,19.5,Delhi/NCR,Working Professional,50k-1L,3.0,3-4 cups,3.5,1,0,1,1,0,No Preference,1,1,1,1,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,1,0,0,0,0,773.0,25-50%,Excellent Value,0,1,1,0,0,1,0,Yes - Once/Twice,Was Subscribed/Cancelled,Rarely,2.0,Daily Ritual,Very Health-Conscious,4.0,5.9,1,0,1,0,No
SO_0631,26-30,28.0,Hyderabad,Student,25k-50k,2.0,3-4 cups,3.5,0,1,0,1,0,Sweet & Creamy,0,1,1,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,1,1,1,1,0,0,858.0,51-75%,Overpriced,1,0,1,0,1,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Daily Ritual,Very Health-Conscious,3.0,7.4,1,0,0,0,Maybe
SO_0632,31-35,33.0,Chennai,Working Professional,Below 25k,1.0,1-2 cups,1.5,0,1,0,0,0,Light & Fruity,0,0,1,0,0,3-6 months,2,Instant Coffee,1,0,1,0,1,0,0,Cold Brew|Instant Coffee|RTD Bottles,3,Rarely,1,0,1,0,0,0,0,348.0,<25%,Slightly Overpriced,1,1,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Very Health-Conscious,4.0,4.2,0,0,0,0,No
SO_0633,22-25,23.5,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,<1 cup,0.5,1,1,1,0,0,Sweet & Creamy,0,1,0,0,1,6-12 months,3,Merchandise,0,0,0,0,0,0,1,Merchandise,1,Every 2-3 months,2,1,1,1,1,0,1,604.0,51-75%,Slightly Overpriced,1,1,1,0,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,5.9,1,0,0,0,Maybe
SO_0634,22-25,23.5,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,1,0,1,0,Light & Fruity,0,1,0,1,0,<3 months,1,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Rarely,1,0,1,1,0,0,1,442.0,51-75%,Excellent Value,1,0,1,0,0,0,1,No And Wouldn't,Interested,Almost Always,4.0,Social Experience,Somewhat Health-Conscious,3.0,4.2,1,0,0,0,No
SO_0635,18-21,19.5,Chennai,Student,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Strong & Bold,1,1,0,1,0,<3 months,1,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,1,1,0,0,0,669.0,25-50%,Slightly Overpriced,1,1,0,0,1,0,0,No And Wouldn't,Currently Subscribed,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,4.5,1,0,0,1,No
SO_0636,22-25,23.5,Hyderabad,Homemaker,25k-50k,2.0,3-4 cups,3.5,0,1,1,0,0,Smooth & Balanced,1,1,0,0,0,6-12 months,3,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,0,0,0,0,1,0,607.0,51-75%,Slightly Overpriced,1,0,0,0,1,1,0,No And Wouldn't,Interested,Rarely,2.0,Daily Ritual,Somewhat Health-Conscious,5.0,6.0,1,0,0,0,Yes
SO_0637,22-25,23.5,Other,Working Professional,1L-2L,4.0,3-4 cups,3.5,1,0,1,0,0,No Preference,0,1,0,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,1,1,0,0,0,1,890.0,25-50%,Fair Value,0,0,0,0,0,1,0,No And Wouldn't,Interested,Actively Ignore,1.0,Daily Ritual,Neutral,2.0,4.3,1,0,0,0,Yes
SO_0638,18-21,19.5,Chennai,Working Professional,50k-1L,3.0,1-2 cups,1.5,0,0,0,1,0,Smooth & Balanced,1,1,1,0,1,1-2 years,4,Instant Coffee,1,0,1,0,0,0,0,Cold Brew|Instant Coffee,2,Weekly+,5,0,1,1,0,0,0,801.0,51-75%,Fair Value,1,0,0,0,0,0,1,Yes - Once/Twice,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,1.0,9.2,0,0,1,0,Maybe
SO_0639,18-21,19.5,Other,Working Professional,Below 25k,1.0,1-2 cups,1.5,0,1,0,1,0,Smooth & Balanced,1,0,1,0,1,6-12 months,3,Cold Brew,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Rarely,1,0,1,0,1,0,0,290.0,25-50%,Slightly Overpriced,0,0,1,0,0,1,0,No But Would,Currently Subscribed,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,4.6,0,0,0,1,Yes
SO_0640,22-25,23.5,Chennai,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Strong & Bold,1,0,0,1,1,2+ years,5,Instant Coffee,1,0,1,0,0,0,0,Cold Brew|Instant Coffee,2,2-3x/month,4,0,0,1,1,1,1,939.0,25-50%,Fair Value,0,0,1,1,0,1,0,No But Would,Currently Subscribed,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,8.5,0,0,0,1,Yes
SO_0641,18-21,19.5,Delhi/NCR,Homemaker,1L-2L,4.0,3-4 cups,3.5,0,1,0,0,0,Smooth & Balanced,1,1,0,0,0,6-12 months,3,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,Weekly+,5,0,0,0,0,1,1,1177.0,<25%,Overpriced,1,0,0,0,0,1,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,5.9,1,0,0,0,Maybe
SO_0642,22-25,23.5,Mumbai,Working Professional,1L-2L,3.0,1-2 cups,1.5,0,0,0,1,0,Smooth & Balanced,1,1,0,0,1,<3 months,1,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,2-3x/month,4,1,0,0,0,0,1,828.0,25-50%,Fair Value,1,0,0,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,2.0,6.1,1,0,0,0,Maybe
SO_0643,18-21,19.5,Pune,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Strong & Bold,1,1,0,0,0,6-12 months,3,Hot Brew Bags,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Monthly,3,0,1,0,0,0,0,861.0,<25%,Slightly Overpriced,0,1,1,0,0,1,0,No But Would,Interested,Rarely,2.0,Social Experience,Neutral,2.0,5.6,0,0,0,0,Yes
